sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_01027,images/raw_ms_01027.png,foxed,iron_gall,7,1.07,hard,foxed_noise,bleed_through,0.0,0.467,0.087
raw_ms_01028,images/raw_ms_01028.png,warm,mixed,4,0.909,easy,standard,feathering,1.141,0.0,0.0
raw_ms_01029,images/raw_ms_01029.png,neutral,carbon,9,0.864,medium,standard,feathering,0.493,0.0,0.022
raw_ms_01030,images/raw_ms_01030.png,foxed,iron_gall,5,1.035,easy,standard,feathering,0.916,0.0,0.0
raw_ms_01031,images/raw_ms_01031.png,neutral,carbon,9,1.044,medium,scanner_jitter,stable_ink,0.0,0.0,0.03
raw_ms_01032,images/raw_ms_01032.png,cool,sepia,5,1.066,medium,low_contrast,abrasion,0.0,0.0,0.538
raw_ms_01033,images/raw_ms_01033.png,neutral,mixed,8,0.891,medium,foxed_noise,bleed_through,0.032,0.823,0.0
raw_ms_01034,images/raw_ms_01034.png,cool,carbon,6,1.114,hard,low_contrast,salt_bloom,0.055,0.0,0.174
raw_ms_01035,images/raw_ms_01035.png,foxed,sepia,5,0.971,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01036,images/raw_ms_01036.png,warm,sepia,5,0.936,easy,standard,bleed_through,0.0,1.162,0.0
raw_ms_01037,images/raw_ms_01037.png,neutral,sepia,6,1.003,medium,low_contrast,stable_ink,0.0,0.0,0.013
raw_ms_01038,images/raw_ms_01038.png,neutral,iron_gall,9,0.966,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01039,images/raw_ms_01039.png,neutral,mixed,8,1.064,easy,standard,salt_bloom,0.0,0.0,0.375
raw_ms_01040,images/raw_ms_01040.png,warm,sepia,5,1.14,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01041,images/raw_ms_01041.png,warm,carbon,7,1.12,medium,standard,stable_ink,0.018,0.0,0.0
raw_ms_01042,images/raw_ms_01042.png,cool,mixed,6,1.085,hard,low_contrast,feathering,0.426,0.068,0.039
raw_ms_01043,images/raw_ms_01043.png,neutral,iron_gall,4,1.072,medium,mixed_artifact,feathering,0.722,0.0,0.012
raw_ms_01044,images/raw_ms_01044.png,foxed,carbon,4,1.028,medium,standard,salt_bloom,0.0,0.038,0.238
raw_ms_01045,images/raw_ms_01045.png,warm,sepia,7,0.901,hard,foxed_noise,abrasion,0.0,0.07,0.442
raw_ms_01046,images/raw_ms_01046.png,neutral,carbon,5,0.941,easy,standard,abrasion,0.0,0.0,1.105
raw_ms_01047,images/raw_ms_01047.png,warm,carbon,7,1.049,medium,foxed_noise,abrasion,0.032,0.0,0.69
raw_ms_01048,images/raw_ms_01048.png,foxed,sepia,4,1.038,easy,standard,feathering,1.11,0.0,0.0
raw_ms_01049,images/raw_ms_01049.png,neutral,carbon,5,0.889,hard,mixed_artifact,bleed_through,0.0,0.611,0.077
raw_ms_01050,images/raw_ms_01050.png,neutral,iron_gall,6,1.077,medium,standard,abrasion,0.0,0.019,0.811
raw_ms_01051,images/raw_ms_01051.png,warm,mixed,8,1.045,easy,standard,salt_bloom,0.0,0.0,0.335
raw_ms_01052,images/raw_ms_01052.png,neutral,sepia,7,0.871,hard,standard,bleed_through,0.085,0.393,0.048
raw_ms_01053,images/raw_ms_01053.png,neutral,carbon,9,1.02,medium,mixed_artifact,feathering,0.488,0.0,0.037
raw_ms_01054,images/raw_ms_01054.png,neutral,mixed,7,0.987,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01055,images/raw_ms_01055.png,foxed,iron_gall,4,1.121,hard,standard,abrasion,0.049,0.049,0.492
raw_ms_01056,images/raw_ms_01056.png,neutral,iron_gall,6,0.947,medium,low_contrast,feathering,0.819,0.0,0.011
raw_ms_01057,images/raw_ms_01057.png,neutral,carbon,4,0.974,medium,standard,stable_ink,0.0,0.0,0.022
raw_ms_01058,images/raw_ms_01058.png,warm,sepia,7,1.097,medium,foxed_noise,abrasion,0.0,0.0,0.707
raw_ms_01059,images/raw_ms_01059.png,warm,sepia,4,0.959,medium,standard,salt_bloom,0.0,0.024,0.261
raw_ms_01060,images/raw_ms_01060.png,neutral,sepia,4,0.891,medium,low_contrast,stable_ink,0.0,0.0,0.02
raw_ms_01061,images/raw_ms_01061.png,foxed,carbon,5,1.066,medium,standard,stable_ink,0.0,0.035,0.0
raw_ms_01062,images/raw_ms_01062.png,cool,sepia,7,1.082,hard,standard,bleed_through,0.073,0.366,0.073
raw_ms_01063,images/raw_ms_01063.png,warm,carbon,8,1.081,medium,standard,salt_bloom,0.025,0.0,0.23
raw_ms_01064,images/raw_ms_01064.png,foxed,iron_gall,8,1.088,medium,standard,salt_bloom,0.0,0.0,0.204
raw_ms_01065,images/raw_ms_01065.png,warm,iron_gall,6,0.892,hard,foxed_noise,stable_ink,0.0,0.0,0.071
raw_ms_01066,images/raw_ms_01066.png,warm,mixed,8,1.028,medium,standard,feathering,0.735,0.032,0.0
raw_ms_01067,images/raw_ms_01067.png,warm,iron_gall,4,1.048,medium,standard,bleed_through,0.036,0.742,0.0
raw_ms_01068,images/raw_ms_01068.png,neutral,carbon,7,0.947,easy,low_contrast,abrasion,0.0,0.0,0.966
raw_ms_01069,images/raw_ms_01069.png,foxed,sepia,5,0.865,hard,mixed_artifact,salt_bloom,0.09,0.0,0.14
raw_ms_01070,images/raw_ms_01070.png,warm,iron_gall,6,1.13,medium,standard,bleed_through,0.037,0.777,0.0
raw_ms_01071,images/raw_ms_01071.png,cool,iron_gall,7,0.975,hard,foxed_noise,abrasion,0.06,0.0,0.495
raw_ms_01072,images/raw_ms_01072.png,neutral,iron_gall,6,1.023,easy,standard,abrasion,0.0,0.0,1.15
raw_ms_01073,images/raw_ms_01073.png,foxed,mixed,8,1.029,medium,standard,stable_ink,0.0,0.031,0.0
raw_ms_01074,images/raw_ms_01074.png,cool,iron_gall,4,0.904,medium,foxed_noise,bleed_through,0.0,0.864,0.016
raw_ms_01075,images/raw_ms_01075.png,neutral,sepia,4,1.103,medium,foxed_noise,abrasion,0.023,0.0,0.625
raw_ms_01076,images/raw_ms_01076.png,neutral,sepia,8,1.119,medium,foxed_noise,stable_ink,0.0,0.019,0.0
raw_ms_01077,images/raw_ms_01077.png,foxed,iron_gall,4,0.967,hard,scanner_jitter,feathering,0.505,0.079,0.045
raw_ms_01078,images/raw_ms_01078.png,warm,mixed,7,0.947,medium,standard,bleed_through,0.0,0.729,0.015
raw_ms_01079,images/raw_ms_01079.png,warm,sepia,4,1.13,medium,foxed_noise,bleed_through,0.02,0.612,0.0
raw_ms_01080,images/raw_ms_01080.png,neutral,iron_gall,5,0.916,medium,standard,bleed_through,0.025,0.554,0.0
raw_ms_01081,images/raw_ms_01081.png,neutral,carbon,4,1.025,hard,scanner_jitter,salt_bloom,0.069,0.069,0.189
raw_ms_01082,images/raw_ms_01082.png,warm,mixed,9,0.978,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01083,images/raw_ms_01083.png,foxed,iron_gall,4,0.894,hard,standard,feathering,0.418,0.051,0.051
raw_ms_01084,images/raw_ms_01084.png,cool,sepia,6,1.117,easy,standard,feathering,0.899,0.0,0.0
raw_ms_01085,images/raw_ms_01085.png,neutral,iron_gall,6,0.861,medium,foxed_noise,salt_bloom,0.033,0.0,0.193
raw_ms_01086,images/raw_ms_01086.png,neutral,iron_gall,5,0.958,easy,standard,abrasion,0.0,0.0,1.021
raw_ms_01087,images/raw_ms_01087.png,cool,iron_gall,8,1.099,medium,standard,salt_bloom,0.033,0.0,0.281
raw_ms_01088,images/raw_ms_01088.png,warm,sepia,6,0.927,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01089,images/raw_ms_01089.png,warm,carbon,5,0.998,hard,standard,bleed_through,0.08,0.368,0.046
raw_ms_01090,images/raw_ms_01090.png,cool,carbon,5,0.938,medium,standard,feathering,0.815,0.033,0.0
raw_ms_01091,images/raw_ms_01091.png,warm,iron_gall,7,1.131,hard,standard,bleed_through,0.052,0.51,0.03
raw_ms_01092,images/raw_ms_01092.png,warm,iron_gall,5,1.031,easy,standard,feathering,1.101,0.0,0.0
raw_ms_01093,images/raw_ms_01093.png,foxed,iron_gall,4,1.012,medium,standard,abrasion,0.0,0.0,0.653
raw_ms_01094,images/raw_ms_01094.png,foxed,carbon,7,1.003,medium,foxed_noise,stable_ink,0.0,0.0,0.021
raw_ms_01095,images/raw_ms_01095.png,cool,sepia,9,1.023,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01096,images/raw_ms_01096.png,warm,sepia,5,0.985,medium,scanner_jitter,feathering,0.722,0.0,0.029
raw_ms_01097,images/raw_ms_01097.png,foxed,mixed,5,0.972,medium,low_contrast,salt_bloom,0.033,0.0,0.177
raw_ms_01098,images/raw_ms_01098.png,neutral,carbon,5,1.007,hard,standard,abrasion,0.055,0.055,0.4
raw_ms_01099,images/raw_ms_01099.png,foxed,sepia,5,0.915,medium,standard,abrasion,0.0,0.0,0.515
raw_ms_01100,images/raw_ms_01100.png,cool,sepia,5,0.861,medium,standard,stable_ink,0.0,0.0,0.025
raw_ms_01101,images/raw_ms_01101.png,warm,carbon,4,0.931,hard,mixed_artifact,salt_bloom,0.0,0.051,0.177
raw_ms_01102,images/raw_ms_01102.png,foxed,mixed,6,1.035,easy,standard,abrasion,0.0,0.0,1.055
raw_ms_01103,images/raw_ms_01103.png,cool,carbon,7,1.059,medium,standard,salt_bloom,0.0,0.0,0.286
raw_ms_01104,images/raw_ms_01104.png,neutral,iron_gall,4,0.874,medium,standard,salt_bloom,0.035,0.0,0.305
raw_ms_01105,images/raw_ms_01105.png,neutral,iron_gall,6,1.143,hard,foxed_noise,feathering,0.29,0.084,0.084
raw_ms_01106,images/raw_ms_01106.png,foxed,iron_gall,9,1.126,easy,standard,bleed_through,0.0,0.87,0.0
raw_ms_01107,images/raw_ms_01107.png,cool,carbon,7,1.075,medium,scanner_jitter,feathering,0.654,0.038,0.0
raw_ms_01108,images/raw_ms_01108.png,warm,iron_gall,4,1.09,medium,standard,bleed_through,0.0,0.779,0.033
raw_ms_01109,images/raw_ms_01109.png,warm,sepia,4,0.96,hard,low_contrast,feathering,0.266,0.0,0.062
raw_ms_01110,images/raw_ms_01110.png,warm,sepia,4,1.044,hard,mixed_artifact,stable_ink,0.0,0.0,0.057
raw_ms_01111,images/raw_ms_01111.png,neutral,sepia,7,1.0,hard,low_contrast,salt_bloom,0.0,0.054,0.16
raw_ms_01112,images/raw_ms_01112.png,foxed,iron_gall,4,0.912,hard,low_contrast,salt_bloom,0.084,0.084,0.163
raw_ms_01113,images/raw_ms_01113.png,neutral,sepia,9,1.119,medium,standard,feathering,0.81,0.0,0.011
raw_ms_01114,images/raw_ms_01114.png,neutral,iron_gall,6,0.96,medium,foxed_noise,abrasion,0.037,0.0,0.782
raw_ms_01115,images/raw_ms_01115.png,foxed,carbon,7,1.033,hard,foxed_noise,feathering,0.26,0.073,0.073
raw_ms_01116,images/raw_ms_01116.png,foxed,iron_gall,5,1.141,medium,foxed_noise,feathering,0.763,0.02,0.0
raw_ms_01117,images/raw_ms_01117.png,warm,carbon,6,1.104,easy,standard,salt_bloom,0.0,0.0,0.355
raw_ms_01118,images/raw_ms_01118.png,cool,sepia,8,0.998,medium,foxed_noise,salt_bloom,0.0,0.0,0.289
raw_ms_01119,images/raw_ms_01119.png,neutral,sepia,5,1.104,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01120,images/raw_ms_01120.png,warm,sepia,5,1.026,medium,foxed_noise,feathering,0.825,0.0,0.022
raw_ms_01121,images/raw_ms_01121.png,warm,sepia,9,0.87,medium,scanner_jitter,abrasion,0.0,0.019,0.578
raw_ms_01122,images/raw_ms_01122.png,neutral,iron_gall,6,0.88,hard,scanner_jitter,feathering,0.514,0.085,0.049
raw_ms_01123,images/raw_ms_01123.png,cool,sepia,9,0.942,medium,standard,stable_ink,0.0,0.036,0.0
raw_ms_01124,images/raw_ms_01124.png,foxed,sepia,7,0.973,medium,low_contrast,bleed_through,0.024,0.742,0.0
raw_ms_01125,images/raw_ms_01125.png,cool,mixed,8,0.955,medium,foxed_noise,abrasion,0.0,0.0,0.599
raw_ms_01126,images/raw_ms_01126.png,neutral,sepia,8,1.085,easy,low_contrast,salt_bloom,0.0,0.0,0.358
raw_ms_01127,images/raw_ms_01127.png,warm,sepia,8,1.115,medium,scanner_jitter,bleed_through,0.0,0.704,0.016
raw_ms_01128,images/raw_ms_01128.png,warm,carbon,7,1.027,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01129,images/raw_ms_01129.png,cool,iron_gall,9,0.873,easy,low_contrast,salt_bloom,0.0,0.0,0.36
raw_ms_01130,images/raw_ms_01130.png,neutral,iron_gall,8,0.911,medium,standard,salt_bloom,0.0,0.024,0.268
raw_ms_01131,images/raw_ms_01131.png,cool,carbon,5,1.008,easy,standard,abrasion,0.0,0.0,0.957
raw_ms_01132,images/raw_ms_01132.png,warm,iron_gall,4,0.89,hard,foxed_noise,salt_bloom,0.0,0.081,0.185
raw_ms_01133,images/raw_ms_01133.png,cool,iron_gall,5,1.018,hard,mixed_artifact,stable_ink,0.051,0.0,0.051
raw_ms_01134,images/raw_ms_01134.png,cool,mixed,5,1.114,hard,low_contrast,abrasion,0.056,0.056,0.389
raw_ms_01135,images/raw_ms_01135.png,cool,iron_gall,8,0.879,easy,standard,bleed_through,0.0,1.113,0.0
raw_ms_01136,images/raw_ms_01136.png,neutral,mixed,4,0.866,medium,standard,bleed_through,0.0,0.724,0.023
raw_ms_01137,images/raw_ms_01137.png,warm,carbon,6,0.874,medium,mixed_artifact,feathering,0.639,0.0,0.021
raw_ms_01138,images/raw_ms_01138.png,neutral,carbon,6,0.911,medium,standard,salt_bloom,0.0,0.0,0.24
raw_ms_01139,images/raw_ms_01139.png,warm,mixed,4,1.046,medium,scanner_jitter,bleed_through,0.038,0.64,0.0
raw_ms_01140,images/raw_ms_01140.png,foxed,carbon,5,1.11,hard,mixed_artifact,salt_bloom,0.082,0.082,0.215
raw_ms_01141,images/raw_ms_01141.png,foxed,carbon,6,0.93,easy,standard,feathering,1.098,0.0,0.0
raw_ms_01142,images/raw_ms_01142.png,cool,mixed,9,1.099,medium,foxed_noise,feathering,0.586,0.0,0.041
raw_ms_01143,images/raw_ms_01143.png,warm,iron_gall,8,0.995,medium,standard,bleed_through,0.0,0.576,0.023
raw_ms_01144,images/raw_ms_01144.png,foxed,sepia,4,1.029,hard,scanner_jitter,bleed_through,0.0,0.41,0.081
raw_ms_01145,images/raw_ms_01145.png,neutral,iron_gall,4,0.94,medium,standard,stable_ink,0.0,0.0,0.016
raw_ms_01146,images/raw_ms_01146.png,neutral,iron_gall,9,0.899,medium,standard,salt_bloom,0.0,0.025,0.274
raw_ms_01147,images/raw_ms_01147.png,warm,carbon,7,0.998,hard,mixed_artifact,abrasion,0.068,0.068,0.604
raw_ms_01148,images/raw_ms_01148.png,warm,carbon,6,1.115,easy,standard,bleed_through,0.0,1.146,0.0
raw_ms_01149,images/raw_ms_01149.png,foxed,iron_gall,9,1.011,medium,foxed_noise,salt_bloom,0.037,0.0,0.239
raw_ms_01150,images/raw_ms_01150.png,cool,carbon,4,1.08,hard,foxed_noise,salt_bloom,0.069,0.069,0.177
raw_ms_01151,images/raw_ms_01151.png,cool,sepia,5,0.932,easy,low_contrast,abrasion,0.0,0.0,1.121
raw_ms_01152,images/raw_ms_01152.png,warm,mixed,4,0.869,easy,standard,salt_bloom,0.0,0.0,0.354
raw_ms_01153,images/raw_ms_01153.png,warm,iron_gall,9,1.085,easy,standard,bleed_through,0.0,1.112,0.0
raw_ms_01154,images/raw_ms_01154.png,foxed,iron_gall,4,0.953,medium,low_contrast,salt_bloom,0.0,0.0,0.253
raw_ms_01155,images/raw_ms_01155.png,neutral,sepia,5,1.088,medium,standard,abrasion,0.0,0.039,0.608
raw_ms_01156,images/raw_ms_01156.png,warm,carbon,4,1.017,medium,low_contrast,feathering,0.814,0.0,0.023
raw_ms_01157,images/raw_ms_01157.png,foxed,carbon,7,1.1,medium,foxed_noise,stable_ink,0.0,0.029,0.0
raw_ms_01158,images/raw_ms_01158.png,cool,iron_gall,9,1.136,easy,low_contrast,bleed_through,0.0,0.859,0.0
raw_ms_01159,images/raw_ms_01159.png,cool,mixed,8,0.963,medium,low_contrast,feathering,0.855,0.0,0.02
raw_ms_01160,images/raw_ms_01160.png,cool,iron_gall,6,1.046,hard,low_contrast,abrasion,0.0,0.077,0.245
raw_ms_01161,images/raw_ms_01161.png,warm,iron_gall,5,0.864,easy,standard,salt_bloom,0.0,0.0,0.394
raw_ms_01162,images/raw_ms_01162.png,neutral,sepia,6,1.08,medium,scanner_jitter,stable_ink,0.0,0.0,0.023
raw_ms_01163,images/raw_ms_01163.png,neutral,mixed,5,1.013,easy,standard,bleed_through,0.0,0.986,0.0
raw_ms_01164,images/raw_ms_01164.png,warm,mixed,7,1.022,medium,low_contrast,bleed_through,0.028,0.605,0.0
raw_ms_01165,images/raw_ms_01165.png,warm,iron_gall,8,0.938,easy,standard,bleed_through,0.0,1.106,0.0
raw_ms_01166,images/raw_ms_01166.png,warm,sepia,7,0.862,hard,foxed_noise,bleed_through,0.065,0.247,0.065
raw_ms_01167,images/raw_ms_01167.png,warm,carbon,9,1.0,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01168,images/raw_ms_01168.png,neutral,iron_gall,6,0.901,medium,low_contrast,salt_bloom,0.0,0.0,0.279
raw_ms_01169,images/raw_ms_01169.png,cool,iron_gall,6,0.899,hard,foxed_noise,stable_ink,0.0,0.053,0.03
raw_ms_01170,images/raw_ms_01170.png,neutral,sepia,7,0.87,medium,standard,bleed_through,0.021,0.552,0.0
raw_ms_01171,images/raw_ms_01171.png,cool,mixed,6,1.076,medium,foxed_noise,stable_ink,0.0,0.0,0.031
raw_ms_01172,images/raw_ms_01172.png,warm,iron_gall,9,1.004,medium,foxed_noise,abrasion,0.041,0.0,0.643
raw_ms_01173,images/raw_ms_01173.png,warm,carbon,8,1.025,easy,standard,bleed_through,0.0,1.035,0.0
raw_ms_01174,images/raw_ms_01174.png,neutral,sepia,8,1.048,medium,standard,bleed_through,0.041,0.788,0.0
raw_ms_01175,images/raw_ms_01175.png,neutral,iron_gall,8,1.124,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01176,images/raw_ms_01176.png,warm,carbon,9,1.101,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01177,images/raw_ms_01177.png,cool,mixed,7,1.033,medium,scanner_jitter,salt_bloom,0.0,0.036,0.235
raw_ms_01178,images/raw_ms_01178.png,neutral,carbon,7,1.003,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01179,images/raw_ms_01179.png,neutral,iron_gall,7,1.018,medium,low_contrast,salt_bloom,0.0,0.0,0.289
raw_ms_01180,images/raw_ms_01180.png,warm,carbon,7,1.124,hard,foxed_noise,stable_ink,0.0,0.074,0.042
raw_ms_01181,images/raw_ms_01181.png,cool,iron_gall,8,1.004,medium,standard,stable_ink,0.0,0.0,0.022
raw_ms_01182,images/raw_ms_01182.png,foxed,sepia,6,1.06,medium,mixed_artifact,stable_ink,0.0,0.0,0.02
raw_ms_01183,images/raw_ms_01183.png,warm,iron_gall,4,1.013,medium,scanner_jitter,feathering,0.664,0.041,0.0
raw_ms_01184,images/raw_ms_01184.png,neutral,carbon,9,1.114,easy,standard,salt_bloom,0.0,0.0,0.366
raw_ms_01185,images/raw_ms_01185.png,warm,carbon,4,0.864,easy,standard,salt_bloom,0.0,0.0,0.397
raw_ms_01186,images/raw_ms_01186.png,foxed,carbon,5,1.053,hard,foxed_noise,stable_ink,0.054,0.0,0.054
raw_ms_01187,images/raw_ms_01187.png,cool,iron_gall,5,1.021,hard,standard,stable_ink,0.091,0.0,0.091
raw_ms_01188,images/raw_ms_01188.png,warm,carbon,5,1.114,hard,standard,salt_bloom,0.084,0.0,0.093
raw_ms_01189,images/raw_ms_01189.png,warm,iron_gall,4,0.968,hard,mixed_artifact,salt_bloom,0.0,0.076,0.131
raw_ms_01190,images/raw_ms_01190.png,neutral,sepia,5,0.901,hard,foxed_noise,feathering,0.616,0.0,0.066
raw_ms_01191,images/raw_ms_01191.png,neutral,iron_gall,7,0.954,medium,low_contrast,abrasion,0.037,0.0,0.523
raw_ms_01192,images/raw_ms_01192.png,neutral,iron_gall,4,1.066,hard,scanner_jitter,feathering,0.565,0.052,0.052
raw_ms_01193,images/raw_ms_01193.png,neutral,iron_gall,5,1.01,medium,standard,stable_ink,0.0,0.0,0.038
raw_ms_01194,images/raw_ms_01194.png,neutral,mixed,4,1.019,hard,mixed_artifact,feathering,0.268,0.089,0.051
raw_ms_01195,images/raw_ms_01195.png,neutral,sepia,6,1.042,easy,standard,bleed_through,0.0,1.052,0.0
raw_ms_01196,images/raw_ms_01196.png,neutral,iron_gall,4,0.883,hard,foxed_noise,salt_bloom,0.049,0.0,0.161
raw_ms_01197,images/raw_ms_01197.png,warm,carbon,8,0.9,medium,standard,salt_bloom,0.0,0.0,0.29
raw_ms_01198,images/raw_ms_01198.png,neutral,mixed,9,0.935,medium,low_contrast,feathering,0.83,0.0,0.021
raw_ms_01199,images/raw_ms_01199.png,cool,sepia,9,1.059,easy,standard,feathering,1.103,0.0,0.0
raw_ms_01200,images/raw_ms_01200.png,cool,mixed,5,0.944,medium,standard,abrasion,0.04,0.0,0.842
raw_ms_01201,images/raw_ms_01201.png,cool,carbon,6,1.019,easy,low_contrast,abrasion,0.0,0.0,1.0
raw_ms_01202,images/raw_ms_01202.png,neutral,carbon,7,1.128,hard,scanner_jitter,salt_bloom,0.086,0.0,0.093
raw_ms_01203,images/raw_ms_01203.png,foxed,iron_gall,5,1.116,medium,standard,bleed_through,0.0,0.635,0.015
raw_ms_01204,images/raw_ms_01204.png,neutral,iron_gall,6,0.927,hard,mixed_artifact,abrasion,0.0,0.07,0.366
raw_ms_01205,images/raw_ms_01205.png,foxed,iron_gall,5,1.064,medium,low_contrast,feathering,0.708,0.0,0.014
raw_ms_01206,images/raw_ms_01206.png,foxed,mixed,9,0.995,easy,low_contrast,salt_bloom,0.0,0.0,0.342
raw_ms_01207,images/raw_ms_01207.png,neutral,mixed,9,1.109,medium,low_contrast,feathering,0.556,0.034,0.0
raw_ms_01208,images/raw_ms_01208.png,neutral,carbon,7,0.983,medium,low_contrast,feathering,0.619,0.0,0.031
raw_ms_01209,images/raw_ms_01209.png,foxed,mixed,4,1.003,hard,mixed_artifact,salt_bloom,0.071,0.0,0.1
raw_ms_01210,images/raw_ms_01210.png,cool,iron_gall,6,0.986,hard,foxed_noise,stable_ink,0.0,0.091,0.091
raw_ms_01211,images/raw_ms_01211.png,warm,mixed,8,0.962,medium,low_contrast,bleed_through,0.0,0.589,0.019
raw_ms_01212,images/raw_ms_01212.png,warm,carbon,4,1.006,medium,foxed_noise,feathering,0.634,0.0,0.023
raw_ms_01213,images/raw_ms_01213.png,warm,mixed,6,0.885,easy,standard,bleed_through,0.0,0.97,0.0
raw_ms_01214,images/raw_ms_01214.png,neutral,sepia,4,0.984,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01215,images/raw_ms_01215.png,warm,iron_gall,4,0.974,medium,mixed_artifact,stable_ink,0.018,0.0,0.0
raw_ms_01216,images/raw_ms_01216.png,neutral,mixed,6,0.905,medium,low_contrast,bleed_through,0.0,0.659,0.011
raw_ms_01217,images/raw_ms_01217.png,warm,iron_gall,6,1.033,hard,low_contrast,salt_bloom,0.088,0.0,0.137
raw_ms_01218,images/raw_ms_01218.png,cool,carbon,7,0.962,hard,standard,salt_bloom,0.086,0.0,0.106
raw_ms_01219,images/raw_ms_01219.png,neutral,iron_gall,8,1.107,medium,foxed_noise,feathering,0.717,0.028,0.0
raw_ms_01220,images/raw_ms_01220.png,neutral,mixed,7,1.1,hard,scanner_jitter,abrasion,0.0,0.066,0.423
raw_ms_01221,images/raw_ms_01221.png,foxed,carbon,6,0.96,easy,standard,abrasion,0.0,0.0,1.109
raw_ms_01222,images/raw_ms_01222.png,warm,sepia,6,1.053,medium,foxed_noise,bleed_through,0.0,0.578,0.038
raw_ms_01223,images/raw_ms_01223.png,neutral,sepia,8,1.051,medium,foxed_noise,feathering,0.79,0.0,0.015
raw_ms_01224,images/raw_ms_01224.png,foxed,sepia,8,0.867,medium,scanner_jitter,feathering,0.613,0.023,0.0
raw_ms_01225,images/raw_ms_01225.png,cool,iron_gall,5,0.889,hard,low_contrast,bleed_through,0.088,0.393,0.088
raw_ms_01226,images/raw_ms_01226.png,neutral,iron_gall,8,0.999,medium,scanner_jitter,salt_bloom,0.0,0.037,0.257
raw_ms_01227,images/raw_ms_01227.png,warm,iron_gall,9,0.875,medium,mixed_artifact,feathering,0.741,0.0,0.013
raw_ms_01228,images/raw_ms_01228.png,neutral,carbon,7,0.883,hard,mixed_artifact,stable_ink,0.0,0.07,0.07
raw_ms_01229,images/raw_ms_01229.png,cool,carbon,6,1.041,hard,scanner_jitter,stable_ink,0.078,0.0,0.078
raw_ms_01230,images/raw_ms_01230.png,neutral,iron_gall,7,0.913,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01231,images/raw_ms_01231.png,neutral,sepia,7,1.073,hard,scanner_jitter,bleed_through,0.08,0.52,0.046
raw_ms_01232,images/raw_ms_01232.png,warm,mixed,6,0.977,medium,mixed_artifact,stable_ink,0.0,0.02,0.0
raw_ms_01233,images/raw_ms_01233.png,warm,iron_gall,4,1.064,hard,low_contrast,bleed_through,0.0,0.504,0.049
raw_ms_01234,images/raw_ms_01234.png,neutral,carbon,4,0.891,medium,scanner_jitter,stable_ink,0.027,0.0,0.0
raw_ms_01235,images/raw_ms_01235.png,neutral,iron_gall,9,0.934,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01236,images/raw_ms_01236.png,neutral,iron_gall,6,0.99,medium,standard,feathering,0.859,0.021,0.0
raw_ms_01237,images/raw_ms_01237.png,warm,mixed,6,0.936,hard,foxed_noise,salt_bloom,0.08,0.08,0.129
